timestamp,inlet_temp_c,outlet_temp_c,pump_status
2026-08-07 01:05:16,28.81,28.56,OFF
2026-08-07 01:05:17,28.81,28.56,OFF
2026-08-07 01:05:19,28.81,28.62,OFF
2026-08-07 01:05:20,28.81,28.56,OFF
2026-08-07 01:05:21,28.81,28.62,OFF
2026-08-07 01:05:23,28.87,28.62,OFF
2026-08-07 01:05:24,28.81,28.62,OFF
2026-08-07 01:05:25,28.87,28.62,OFF
2026-08-07 01:05:27,28.81,28.62,OFF
2026-08-07 01:05:28,28.81,28.62,OFF
2026-08-07 01:05:29,28.81,28.62,OFF
2026-08-07 01:05:31,28.87,28.62,OFF
2026-08-07 01:05:32,28.87,28.69,OFF
2026-08-07 01:05:33,28.87,28.62,OFF
2026-08-07 01:05:35,28.87,28.62,OFF
2026-08-07 01:05:36,28.87,28.69,OFF
2026-08-07 01:05:37,28.87,28.69,OFF
2026-08-07 01:05:39,28.87,28.69,OFF
2026-08-07 01:05:40,28.87,28.69,OFF
2026-08-07 01:05:41,28.87,28.69,OFF
2026-08-07 01:05:43,28.94,28.69,OFF
2026-08-07 01:05:44,28.94,28.69,OFF
2026-08-07 01:05:45,28.94,28.69,OFF
2026-08-07 01:05:47,28.94,28.69,OFF
2026-08-07 01:05:48,28.94,28.69,OFF
2026-08-07 01:05:49,28.87,28.69,OFF
2026-08-07 01:05:51,28.87,28.69,OFF
2026-08-07 01:05:52,28.94,28.69,OFF
2026-08-07 01:05:53,28.94,28.75,OFF
2026-08-07 01:05:55,28.94,28.69,OFF
2026-08-07 01:05:56,28.94,28.75,OFF
2026-08-07 01:05:57,28.94,28.75,OFF
2026-08-07 01:05:59,29.00,28.75,OFF
2026-08-07 01:06:00,28.94,28.75,OFF
2026-08-07 01:06:01,28.94,28.75,OFF
2026-08-07 01:06:03,29.00,28.75,OFF
2026-08-07 01:06:04,28.94,28.75,OFF
2026-08-07 01:06:05,29.00,28.75,OFF
2026-08-07 01:06:07,29.00,28.75,OFF
2026-08-07 01:06:08,29.00,28.75,OFF
2026-08-07 01:06:09,29.00,28.75,OFF
2026-08-07 01:06:11,29.00,28.75,OFF
2026-08-07 01:06:12,29.00,28.75,OFF
2026-08-07 01:06:13,29.00,28.75,OFF
2026-08-07 01:06:15,29.00,28.75,OFF
2026-08-07 01:06:16,29.00,28.75,OFF
2026-08-07 01:06:17,29.00,28.75,OFF
2026-08-07 01:06:19,29.00,28.75,OFF
2026-08-07 01:06:20,29.00,28.75,OFF
2026-08-07 01:06:21,29.00,28.75,OFF
2026-08-07 01:06:23,29.00,28.81,OFF
2026-08-07 01:06:24,29.00,28.75,OFF
2026-08-07 01:06:25,29.00,28.81,OFF
2026-08-07 01:06:27,29.00,28.81,OFF
2026-08-07 01:06:28,29.00,28.75,OFF
2026-08-07 01:06:29,29.00,28.81,OFF
2026-08-07 01:06:31,29.00,28.75,OFF
2026-08-07 01:06:32,29.00,28.75,OFF
2026-08-07 01:06:33,29.06,28.81,OFF
2026-08-07 01:06:35,29.00,28.75,OFF
2026-08-07 01:06:36,29.00,28.81,OFF
2026-08-07 01:06:37,29.00,28.81,OFF
2026-08-07 01:06:39,29.06,28.81,OFF
2026-08-07 01:06:40,29.00,28.81,OFF
2026-08-07 01:06:41,29.06,28.81,OFF
2026-08-07 01:06:43,29.06,28.81,OFF
2026-08-07 01:06:44,29.06,28.81,OFF
2026-08-07 01:06:45,29.06,28.81,OFF
2026-08-07 01:06:47,29.00,28.81,OFF
2026-08-07 01:06:48,29.00,28.81,OFF
2026-08-07 01:06:49,29.06,28.81,OFF
2026-08-07 01:06:51,29.06,28.87,OFF
2026-08-07 01:06:52,29.06,28.81,OFF
2026-08-07 01:06:53,29.06,28.81,OFF
2026-08-07 01:06:55,29.06,28.81,OFF
2026-08-07 01:06:56,29.06,28.81,OFF
2026-08-07 01:06:57,29.06,28.87,OFF
2026-08-07 01:06:59,29.06,28.81,OFF
2026-08-07 01:07:00,29.06,28.81,OFF
2026-08-07 01:07:01,29.06,28.81,ON
2026-08-07 01:07:03,29.06,28.87,ON
2026-08-07 01:07:04,29.06,28.81,ON
2026-08-07 01:07:05,29.06,28.81,ON
2026-08-07 01:07:07,29.06,28.87,ON
2026-08-07 01:07:08,29.06,28.87,ON
2026-08-07 01:07:09,29.06,28.87,ON
2026-08-07 01:07:11,29.06,28.87,ON
2026-08-07 01:07:12,29.06,28.87,ON
2026-08-07 01:07:13,29.06,28.81,ON
